sampled_for_label,issue_id,issue_number,created_at,title,body_preview,labels,url
Build / CI,1288626980,23792,2022-06-29T12:10:01Z,CI Windows py38_pip_openblas_32bit failure,"https://dev.azure.com/scikit-learn/scikit-learn/_build/results?buildId=43998&view=logs&j=734b5312-468f-561d-b673-ced664ca0924&t=f7d15bce-29b2-54d8-4dda-fe465082bd42  - probably a global random seed thing, it failed with `global_random_seed = 50`, failing test is `test_inverse_transform[50-float32-Fa...",Build / CI,https://github.com/scikit-learn/scikit-learn/issues/23792
Build / CI,2395717011,29434,2024-07-08T13:54:32Z,CI Unpin matplotlib<3.9 in doc build,In https://github.com/scikit-learn/scikit-learn/pull/29388 we pinned `matplotlib<3.9` see in particular https://github.com/scikit-learn/scikit-learn/pull/29388#discussion_r1668574040.  This is a DeprecationWarning in matplotlib 3.9 turned into error in the CI:  ``` matplotlib._api.deprecation.Matplo...,Build / CI,https://github.com/scikit-learn/scikit-learn/issues/29434
Build / CI,509449334,15298,2019-10-19T13:14:03Z,Undeclared build dependency on cython,"<!-- If your issue is a usage question, submit it here instead: - StackOverflow with the scikit-learn tag: https://stackoverflow.com/questions/tagged/scikit-learn - Mailing List: https://mail.python.org/mailman/listinfo/scikit-learn For more information, see User Questions: http://scikit-learn.org/s...",Bug; Build / CI,https://github.com/scikit-learn/scikit-learn/issues/15298
Build / CI,17331231,2319,2013-07-29T09:48:22Z,Make docstring doctest run with `sklearn.test()` behave as when run with `nosetests sklearn`,"As evidenced by #2318, the doctest runner of `sklearn.test()` does not include the function that carry the docstring's doctest its doctest namespace while it is the case when we run the doctests with `nosetests sklearn`  If we can find a way to fix that, we will be able to setup continuous integrati...",Enhancement; Build / CI,https://github.com/scikit-learn/scikit-learn/issues/2319
Build / CI,264057371,9896,2017-10-09T23:45:40Z,Circle CI doc build broken by matplotlib upgrade,Matplotlib 2.1.0 was released a week ago and appears to have just come through to conda. It causes our doc build to fail. https://github.com/matplotlib/matplotlib/issues/9320#issuecomment-335319053,Build / CI; Blocker,https://github.com/scikit-learn/scikit-learn/issues/9896
Build / CI,4233721279,33715,2026-04-09T16:53:30Z,Use clang-cl (LLVM) compiler for Windows ARM64 wheel builds,### Describe the workflow you want to enable  Scikit-learn currently ships ARM64 Windows wheels built with MSVC. This proposal is to switch the Windows ARM64 wheel build to use **clang-cl** in the CI pipeline for improved performance and build reliability.   **Initial scikit-learn implementation alr...,Build / CI; Needs Investigation,https://github.com/scikit-learn/scikit-learn/issues/33715
Build / CI,777592347,19097,2021-01-03T07:56:27Z,Bus Error 10 on Apple Silicon compiled for python 3.8,"#### Describe the bug When building from source for python3.8 on an Apple Silicon Mac, the build succeeds, but you can't import sklearn in python  #### Steps/Code to Reproduce Follow directions here: https://scikit-learn.org/stable/developers/advanced_installation.html  Install libomp via brew: `bre...",Bug; Build / CI,https://github.com/scikit-learn/scikit-learn/issues/19097
Build / CI,247945832,9495,2017-08-04T09:04:16Z,Attributes docstring section not correctly rendered in sphinx,The Attributes docstring section is not correctly rendered anymore in sphinx.  See the [stable doc](http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LogisticRegression.html) vs the [dev doc](http://scikit-learn.org/dev/modules/generated/sklearn.linear_model.LogisticRegression.ht...,Build / CI,https://github.com/scikit-learn/scikit-learn/issues/9495
Build / CI,383699280,12658,2018-11-23T04:10:22Z,Run tests on MacOS,"When releasing 0.20.0 and 0.20.1, we encountered unexpected failures on MacOS, so maybe we should run tests on MacOS here. Comments from @ogrisel : To avoid this in the future we should run macOS tests on master. It used to be the case that travis macOS workers would tend to be saturated for a signi...",Build / CI,https://github.com/scikit-learn/scikit-learn/issues/12658
Build / CI,747726245,18882,2020-11-20T19:00:53Z,"CI failing because of fetch_openml(name='miceprotein', version=4)","The CI is failing everywhere, because the following is failing everywhere  ```py from sklearn.datasets import fetch_openml fetch_openml(name='miceprotein', version=4) ``` even tho the dataset exist: https://www.openml.org/d/40966",Bug; Build / CI; module:datasets,https://github.com/scikit-learn/scikit-learn/issues/18882
Build / CI,1026198439,21324,2021-10-14T09:55:16Z,CI docstring failure due to NumPy switch to scientific notation,Our build based on `conda` and MKL updated the NumPy version from 1.20.3 to 1.21.2. There is a lot of failures because the scientific notation is used to display results.  xref: https://dev.azure.com/scikit-learn/scikit-learn/_build/results?buildId=33572&view=logs&jobId=ee99577d-f9c7-545c-0f56-ef7ef...,Build / CI,https://github.com/scikit-learn/scikit-learn/issues/21324
Build / CI,135816219,6434,2016-02-23T18:07:02Z,"When Cython is not present, the error message building the dev version is incomprehensible","This is the error message that I am getting when building the dev version of scikit-learn on a system where Cython is not present. It's quite unclear to the user what the problem is (issue raised by a ""real user"", aka not me).  ``` [lg237277@gabriel scikit-learn-master]$ python setup.py install --us...",Easy; Build / CI,https://github.com/scikit-learn/scikit-learn/issues/6434
Build / CI,907318323,20170,2021-05-31T10:01:00Z,test_check_array_pandas_dtype_casting failed on nightly build,"sklearn/utils/tests/test_validation.py: ```python         # check that we handle pandas dtypes in a semi-reasonable way         # this is actually tricky because we can't really know that this         # should be integer ahead of converting it. >       cat_df = pd.DataFrame([pd.Categorical([1, 2, 3]...",Build / CI; module:test-suite,https://github.com/scikit-learn/scikit-learn/issues/20170
